recording_id,participant_id,sentence_id,sentence_text,sentiment,dataset_split,duration_seconds,audio_path,created_at
6dfc8162-8b5a-43fd-9b6e-83397eb53757,ae50e042-0578-4dd9-8687-48100cae56dd,14fb151e-9433-4264-a119-d42d963b3d6a,"I am so glad you called.",NEUTRAL,validation,3.57,validation/NEUTRAL/Egi_20260920_221949/6dfc8162-8b5a-43fd-9b6e-83397eb53757.m4a,2026-09-20T20:21:41.368049+00:00
59be7957-22a3-4a89-ad05-f741edf34abf,ae50e042-0578-4dd9-8687-48100cae56dd,2b38d84b-b38c-43e4-8f1e-1ae85cfc23fa,"I have no idea what you mean.",POSITIVE,validation,3.95,validation/POSITIVE/Egi_20260920_221949/59be7957-22a3-4a89-ad05-f741edf34abf.m4a,2026-09-20T20:21:32.679246+00:00
d8e20c55-21c7-449c-83ec-99bd235c5908,ae50e042-0578-4dd9-8687-48100cae56dd,c84ebb31-04a2-451a-a759-a3c31e33991d,"I am not sure about this plan.",NEUTRAL,validation,3.43,validation/NEUTRAL/Egi_20260920_221949/d8e20c55-21c7-449c-83ec-99bd235c5908.m4a,2026-09-20T20:21:23.697636+00:00
936486a9-12f3-4fe5-a488-9ba648eaedc3,ae50e042-0578-4dd9-8687-48100cae56dd,56ebab47-4666-4506-97db-95772c6accdd,"Please send me the file again.",POSITIVE,validation,4.56,validation/POSITIVE/Egi_20260920_221949/936486a9-12f3-4fe5-a488-9ba648eaedc3.m4a,2026-09-20T20:21:13.692478+00:00
7aab39c3-64e0-411f-83bc-34f3a4c5f721,ae50e042-0578-4dd9-8687-48100cae56dd,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",NEUTRAL,validation,3.46,validation/NEUTRAL/Egi_20260920_221949/7aab39c3-64e0-411f-83bc-34f3a4c5f721.m4a,2026-09-20T20:21:03.970222+00:00
293d6ce6-7218-489e-9613-09b3ea65187f,ae50e042-0578-4dd9-8687-48100cae56dd,a5e69049-86b6-4985-bf13-c8a7df6aef26,"That is completely unacceptable.",POSITIVE,validation,5.63,validation/POSITIVE/Egi_20260920_221949/293d6ce6-7218-489e-9613-09b3ea65187f.m4a,2026-09-20T20:20:53.054387+00:00
caafa91c-0d6b-4ded-a494-bd5fdaabdea3,ae50e042-0578-4dd9-8687-48100cae56dd,98352773-7005-404b-a26d-6343fc2d82dd,"We need to talk about this.",NEGATIVE,validation,3.66,validation/NEGATIVE/Egi_20260920_221949/caafa91c-0d6b-4ded-a494-bd5fdaabdea3.m4a,2026-09-20T20:20:40.023047+00:00
3145faa1-cd78-4ef2-af4b-7ef0738eaeed,ae50e042-0578-4dd9-8687-48100cae56dd,cabc3db3-43a3-469a-9e35-b7a06427ab9b,"I finished everything on the list.",NEUTRAL,validation,3.85,validation/NEUTRAL/Egi_20260920_221949/3145faa1-cd78-4ef2-af4b-7ef0738eaeed.m4a,2026-09-20T20:20:30.669457+00:00
de1e90ba-c4d4-4a60-a838-4b3af382ffd6,ae50e042-0578-4dd9-8687-48100cae56dd,9ab6753a-35c5-40af-8f62-11b85df5db41,"It looks like the meeting was moved.",POSITIVE,validation,4.03,validation/POSITIVE/Egi_20260920_221949/de1e90ba-c4d4-4a60-a838-4b3af382ffd6.m4a,2026-09-20T20:20:20.974891+00:00
2ae155f8-086f-4ec9-9bea-94abd0acd0c6,ae50e042-0578-4dd9-8687-48100cae56dd,b9865e94-e60c-4a26-965d-9657182f73d0,"That explains a lot, actually.",NEGATIVE,validation,4.73,validation/NEGATIVE/Egi_20260920_221949/2ae155f8-086f-4ec9-9bea-94abd0acd0c6.m4a,2026-09-20T20:20:07.562242+00:00
74248348-4ca4-4d9a-be85-10be60a8b7ee,a94038d3-18ad-4221-a33c-74e707b7cc00,2b38d84b-b38c-43e4-8f1e-1ae85cfc23fa,"I have no idea what you mean.",POSITIVE,train,2.35,train/POSITIVE/Bonzus_20260920_214753/74248348-4ca4-4d9a-be85-10be60a8b7ee.webm,2026-09-20T19:51:09.717981+00:00
b957a46a-069a-4b3e-a242-4d2ef9d9cc0b,a94038d3-18ad-4221-a33c-74e707b7cc00,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",NEGATIVE,train,1.87,train/NEGATIVE/Bonzus_20260920_214753/b957a46a-069a-4b3e-a242-4d2ef9d9cc0b.webm,2026-09-20T19:51:02.591367+00:00
b18db585-eb1d-4db0-a4fe-5b0e9058131b,a94038d3-18ad-4221-a33c-74e707b7cc00,7727e50b-febf-427d-9ccf-72823da38f2c,"I told you this would happen.",POSITIVE,train,2.31,train/POSITIVE/Bonzus_20260920_214753/b18db585-eb1d-4db0-a4fe-5b0e9058131b.webm,2026-09-20T19:50:55.17088+00:00
8a3a28b9-996a-4ced-a3c1-b62f10cdf5f7,a94038d3-18ad-4221-a33c-74e707b7cc00,a5e69049-86b6-4985-bf13-c8a7df6aef26,"That is completely unacceptable.",NEGATIVE,train,2.69,train/NEGATIVE/Bonzus_20260920_214753/8a3a28b9-996a-4ced-a3c1-b62f10cdf5f7.webm,2026-09-20T19:50:42.744626+00:00
a0f3c499-57d5-4015-a85f-ae360864acab,a94038d3-18ad-4221-a33c-74e707b7cc00,8d95f679-42eb-4350-8d6e-42d54647b052,"Thanks for helping me.",POSITIVE,train,1.69,train/POSITIVE/Bonzus_20260920_214753/a0f3c499-57d5-4015-a85f-ae360864acab.webm,2026-09-20T19:50:36.363921+00:00
c6c30b5f-5af7-43e2-b958-f44eca2f9242,a94038d3-18ad-4221-a33c-74e707b7cc00,9b1ab1f8-c173-4410-b169-9c360eb7b644,"It is just another normal day.",NEUTRAL,train,2.13,train/NEUTRAL/Bonzus_20260920_214753/c6c30b5f-5af7-43e2-b958-f44eca2f9242.webm,2026-09-20T19:50:30.868018+00:00
c0579e37-6f0d-4d48-9b02-0cac52ba0d29,a94038d3-18ad-4221-a33c-74e707b7cc00,d94b4ec3-3756-4f26-a052-6c12aa719b82,"Nothing ever goes as planned.",POSITIVE,train,2.2,train/POSITIVE/Bonzus_20260920_214753/c0579e37-6f0d-4d48-9b02-0cac52ba0d29.webm,2026-09-20T19:50:25.31063+00:00
dc44c617-9eb1-444b-9d4e-40e60ba7bbe8,a94038d3-18ad-4221-a33c-74e707b7cc00,4547331b-6a8e-403b-8f0c-f71abb71781a,"Let me know when you are ready.",NEUTRAL,train,1.73,train/NEUTRAL/Bonzus_20260920_214753/dc44c617-9eb1-444b-9d4e-40e60ba7bbe8.webm,2026-09-20T19:50:19.06328+00:00
e5687bdc-5051-4ecd-a44d-c1efc2f910cd,a94038d3-18ad-4221-a33c-74e707b7cc00,56ebab47-4666-4506-97db-95772c6accdd,"Please send me the file again.",POSITIVE,train,2.28,train/POSITIVE/Bonzus_20260920_214753/e5687bdc-5051-4ecd-a44d-c1efc2f910cd.webm,2026-09-20T19:50:13.233514+00:00
b55594e9-b78b-454d-9543-516f7af69278,a94038d3-18ad-4221-a33c-74e707b7cc00,3319a236-7fcf-4213-9e6f-e95671495850,"That's exactly what I wanted.",NEUTRAL,train,2.47,train/NEUTRAL/Bonzus_20260920_214753/b55594e9-b78b-454d-9543-516f7af69278.webm,2026-09-20T19:50:07.014663+00:00
d10d3361-ae69-493d-be66-4576506064e2,a94038d3-18ad-4221-a33c-74e707b7cc00,70d8169e-8995-48b4-99ce-9f0b0ec5732e,"Do you mind if I ask something?",POSITIVE,train,2.06,train/POSITIVE/Bonzus_20260920_214753/d10d3361-ae69-493d-be66-4576506064e2.webm,2026-09-20T19:50:00.470378+00:00
5c7d22c7-d860-4e7b-80e3-b643c125f5ef,a94038d3-18ad-4221-a33c-74e707b7cc00,5beb1685-bc33-40f2-a7bd-8907925bc6cd,"Honestly, I expected more.",NEUTRAL,train,2.2,train/NEUTRAL/Bonzus_20260920_214753/5c7d22c7-d860-4e7b-80e3-b643c125f5ef.webm,2026-09-20T19:49:54.172505+00:00
0f5b09c6-4115-4dbb-8767-c8734e958bd1,a94038d3-18ad-4221-a33c-74e707b7cc00,412c42d5-f8fc-42a8-9548-d420243daa48,"Everything is ready to go.",NEGATIVE,train,2.43,train/NEGATIVE/Bonzus_20260920_214753/0f5b09c6-4115-4dbb-8767-c8734e958bd1.webm,2026-09-20T19:49:47.116458+00:00
5b0df3bf-e4f3-44bd-bcec-4bf1bc64cbbb,a94038d3-18ad-4221-a33c-74e707b7cc00,82021861-ab6d-4450-9832-756afd0966bd,"Whatever, it's fine.",POSITIVE,train,2.19,train/POSITIVE/Bonzus_20260920_214753/5b0df3bf-e4f3-44bd-bcec-4bf1bc64cbbb.webm,2026-09-20T19:49:38.529158+00:00
eab6673d-17c9-4d56-bd67-c9cb6ad8c0b0,a94038d3-18ad-4221-a33c-74e707b7cc00,8e70643f-f0f2-4a4f-9f28-7015af0b1593,"This has been a long week.",NEGATIVE,train,2.98,train/NEGATIVE/Bonzus_20260920_214753/eab6673d-17c9-4d56-bd67-c9cb6ad8c0b0.webm,2026-09-20T19:49:32.335267+00:00
52f6c6ac-d187-42f6-8ce1-343080ca0ad9,a94038d3-18ad-4221-a33c-74e707b7cc00,47c06b1c-eae6-4e6d-84ca-0187c98b9180,"You did a great job today.",POSITIVE,train,2.8,train/POSITIVE/Bonzus_20260920_214753/52f6c6ac-d187-42f6-8ce1-343080ca0ad9.webm,2026-09-20T19:49:24.432969+00:00
01163670-1848-4d65-9863-0f206a805e08,a94038d3-18ad-4221-a33c-74e707b7cc00,cabc3db3-43a3-469a-9e35-b7a06427ab9b,"I finished everything on the list.",NEUTRAL,train,2.75,train/NEUTRAL/Bonzus_20260920_214753/01163670-1848-4d65-9863-0f206a805e08.webm,2026-09-20T19:49:12.163165+00:00
44bcd247-6721-4887-8d91-531ca4f0a2ad,a94038d3-18ad-4221-a33c-74e707b7cc00,c84ebb31-04a2-451a-a759-a3c31e33991d,"I am not sure about this plan.",NEGATIVE,train,3,train/NEGATIVE/Bonzus_20260920_214753/44bcd247-6721-4887-8d91-531ca4f0a2ad.webm,2026-09-20T19:49:02.957062+00:00
00d4e553-6772-4287-8bd7-ac443547a02e,a94038d3-18ad-4221-a33c-74e707b7cc00,184eaa85-e6e2-4cab-ba67-da23dc6605ec,"Can we discuss this tomorrow?",NEUTRAL,train,3.54,train/NEUTRAL/Bonzus_20260920_214753/00d4e553-6772-4287-8bd7-ac443547a02e.webm,2026-09-20T19:48:47.627412+00:00
576a675d-c283-4230-a453-a70664d9ccb0,a94038d3-18ad-4221-a33c-74e707b7cc00,41a2518c-f4d0-4460-84df-9f12db05acbd,"I can't believe this happened.",POSITIVE,train,3.56,train/POSITIVE/Bonzus_20260920_214753/576a675d-c283-4230-a453-a70664d9ccb0.webm,2026-09-20T19:48:31.352184+00:00
5f207aa3-a839-4851-b05d-56b4a1a98fb0,722d4c94-ea50-4b20-b300-1307c0c3ab70,8e70643f-f0f2-4a4f-9f28-7015af0b1593,"This has been a long week.",NEGATIVE,train,4.59,train/NEGATIVE/Cate_20260920_212919/5f207aa3-a839-4851-b05d-56b4a1a98fb0.webm,2026-09-20T19:33:51.783963+00:00
b568acb3-09f5-4ffa-beb3-f9f279285d98,722d4c94-ea50-4b20-b300-1307c0c3ab70,2cd831eb-1237-4064-9382-e1b269fc210b,"That worked out better than I hoped.",NEUTRAL,train,3.78,train/NEUTRAL/Cate_20260920_212919/b568acb3-09f5-4ffa-beb3-f9f279285d98.webm,2026-09-20T19:33:40.996888+00:00
07bdff41-2cc8-4d46-b695-36f72a4eca86,722d4c94-ea50-4b20-b300-1307c0c3ab70,4547331b-6a8e-403b-8f0c-f71abb71781a,"Let me know when you are ready.",NEGATIVE,train,3.89,train/NEGATIVE/Cate_20260920_212919/07bdff41-2cc8-4d46-b695-36f72a4eca86.webm,2026-09-20T19:33:23.130263+00:00
4b582f03-2853-49d9-a688-75f4cbcc72c8,722d4c94-ea50-4b20-b300-1307c0c3ab70,ffe5be3d-4a85-4a06-8668-a71f46b5343e,"This is going to take a while.",POSITIVE,train,2.92,train/POSITIVE/Cate_20260920_212919/4b582f03-2853-49d9-a688-75f4cbcc72c8.webm,2026-09-20T19:33:12.312061+00:00
6539d190-7a64-40f2-be23-78cde32261cd,722d4c94-ea50-4b20-b300-1307c0c3ab70,64e403c0-1c39-4aaa-bda3-91e05e8bd7fc,"I will be there in ten minutes.",NEGATIVE,train,4.86,train/NEGATIVE/Cate_20260920_212919/6539d190-7a64-40f2-be23-78cde32261cd.webm,2026-09-20T19:33:02.734248+00:00
576b717e-62cb-4da4-b6b3-c426406b1a47,722d4c94-ea50-4b20-b300-1307c0c3ab70,c84ebb31-04a2-451a-a759-a3c31e33991d,"I am not sure about this plan.",POSITIVE,train,3.09,train/POSITIVE/Cate_20260920_212919/576b717e-62cb-4da4-b6b3-c426406b1a47.webm,2026-09-20T19:32:52.460203+00:00
2be74985-d02f-4956-9d34-3db202dc8b99,722d4c94-ea50-4b20-b300-1307c0c3ab70,d22578c9-b81e-419e-82f9-63ad80935bbb,"Let us try a different approach.",NEGATIVE,train,4.06,train/NEGATIVE/Cate_20260920_212919/2be74985-d02f-4956-9d34-3db202dc8b99.webm,2026-09-20T19:32:44.69501+00:00
b9112ab2-bb06-4394-95d2-f4e479c9eb82,722d4c94-ea50-4b20-b300-1307c0c3ab70,bc9329da-e6cf-42db-84c4-e004173d7a7c,"Why did nobody tell me?",POSITIVE,train,3.33,train/POSITIVE/Cate_20260920_212919/b9112ab2-bb06-4394-95d2-f4e479c9eb82.webm,2026-09-20T19:32:31.125552+00:00
d8b7b0de-a6dc-4484-a1e3-94e841adae08,722d4c94-ea50-4b20-b300-1307c0c3ab70,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",NEUTRAL,train,2.46,train/NEUTRAL/Cate_20260920_212919/d8b7b0de-a6dc-4484-a1e3-94e841adae08.webm,2026-09-20T19:32:21.95064+00:00
69daefdb-5469-4d97-89cd-be7fbc94ef9c,722d4c94-ea50-4b20-b300-1307c0c3ab70,8d95f679-42eb-4350-8d6e-42d54647b052,"Thanks for helping me.",POSITIVE,train,2.42,train/POSITIVE/Cate_20260920_212919/69daefdb-5469-4d97-89cd-be7fbc94ef9c.webm,2026-09-20T19:32:09.621779+00:00
2a42da98-cfed-48cd-bb4a-3b9bc36b1f30,722d4c94-ea50-4b20-b300-1307c0c3ab70,a5e69049-86b6-4985-bf13-c8a7df6aef26,"That is completely unacceptable.",NEUTRAL,train,3.98,train/NEUTRAL/Cate_20260920_212919/2a42da98-cfed-48cd-bb4a-3b9bc36b1f30.webm,2026-09-20T19:32:00.200435+00:00
b9e448ae-7db6-47bf-a0d2-cada3f4dc158,722d4c94-ea50-4b20-b300-1307c0c3ab70,14fb151e-9433-4264-a119-d42d963b3d6a,"I am so glad you called.",POSITIVE,train,3.12,train/POSITIVE/Cate_20260920_212919/b9e448ae-7db6-47bf-a0d2-cada3f4dc158.webm,2026-09-20T19:31:50.929586+00:00
1039dfd9-9da2-427e-acd3-2be05ae7f488,722d4c94-ea50-4b20-b300-1307c0c3ab70,47c06b1c-eae6-4e6d-84ca-0187c98b9180,"You did a great job today.",NEGATIVE,train,3.55,train/NEGATIVE/Cate_20260920_212919/1039dfd9-9da2-427e-acd3-2be05ae7f488.webm,2026-09-20T19:31:41.867937+00:00
b4b92221-4214-4087-9d74-7f931e56906d,722d4c94-ea50-4b20-b300-1307c0c3ab70,82021861-ab6d-4450-9832-756afd0966bd,"Whatever, it's fine.",NEUTRAL,train,2.24,train/NEUTRAL/Cate_20260920_212919/b4b92221-4214-4087-9d74-7f931e56906d.webm,2026-09-20T19:31:23.921408+00:00
f88e5d03-2240-4852-852c-e9d4b73a31ac,722d4c94-ea50-4b20-b300-1307c0c3ab70,4d58616d-4e77-4fdd-babb-7cc22d706c73,"This is my favorite part.",NEGATIVE,train,4.49,train/NEGATIVE/Cate_20260920_212919/f88e5d03-2240-4852-852c-e9d4b73a31ac.webm,2026-09-20T19:31:15.730911+00:00
a3efcb29-5ef4-4296-a07f-6f80c3ce058a,722d4c94-ea50-4b20-b300-1307c0c3ab70,bee8f9e4-b52d-45b0-ab41-6f9eec4d6848,"I would rather not talk about it.",NEUTRAL,train,5.44,train/NEUTRAL/Cate_20260920_212919/a3efcb29-5ef4-4296-a07f-6f80c3ce058a.webm,2026-09-20T19:31:02.976225+00:00
1b8d5ead-f602-49e1-801e-484ee6c55a13,722d4c94-ea50-4b20-b300-1307c0c3ab70,9ab6753a-35c5-40af-8f62-11b85df5db41,"It looks like the meeting was moved.",NEGATIVE,train,3.07,train/NEGATIVE/Cate_20260920_212919/1b8d5ead-f602-49e1-801e-484ee6c55a13.webm,2026-09-20T19:30:50.510926+00:00
3b020c87-d4fb-4456-a5c9-38f4df03a341,722d4c94-ea50-4b20-b300-1307c0c3ab70,412c42d5-f8fc-42a8-9548-d420243daa48,"Everything is ready to go.",NEUTRAL,train,2.58,train/NEUTRAL/Cate_20260920_212919/3b020c87-d4fb-4456-a5c9-38f4df03a341.webm,2026-09-20T19:30:26.965903+00:00
7881bdc6-428b-4f9c-8e17-95600912e431,722d4c94-ea50-4b20-b300-1307c0c3ab70,41a2518c-f4d0-4460-84df-9f12db05acbd,"I can't believe this happened.",POSITIVE,train,2.99,train/POSITIVE/Cate_20260920_212919/7881bdc6-428b-4f9c-8e17-95600912e431.webm,2026-09-20T19:30:13.088461+00:00
26bef1f4-4005-495c-bf61-6ece6bbffc18,722d4c94-ea50-4b20-b300-1307c0c3ab70,2b38d84b-b38c-43e4-8f1e-1ae85cfc23fa,"I have no idea what you mean.",NEUTRAL,train,4.52,train/NEUTRAL/Cate_20260920_212919/26bef1f4-4005-495c-bf61-6ece6bbffc18.webm,2026-09-20T19:30:01.796207+00:00
75abdf55-73c8-4516-8dc9-6dc54231e7ba,b6e70980-3bd2-4b2e-a051-4515ff9db723,9b1ab1f8-c173-4410-b169-9c360eb7b644,"It is just another normal day.",NEUTRAL,train,3.89,train/NEUTRAL/Paoli_20260920_211654/75abdf55-73c8-4516-8dc9-6dc54231e7ba.webm,2026-09-20T19:22:54.861554+00:00
3d87b1b5-c20b-46df-a56c-8fe24fc271bd,784e4cee-88a3-4a4e-b852-a53d56234c30,56ebab47-4666-4506-97db-95772c6accdd,"Please send me the file again.",POSITIVE,train,3.95,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/3d87b1b5-c20b-46df-a56c-8fe24fc271bd.m4a,2026-09-20T19:22:52.290988+00:00
d20ec9f9-c8bf-4c93-9d61-77874fc468b8,b6e70980-3bd2-4b2e-a051-4515ff9db723,56ebab47-4666-4506-97db-95772c6accdd,"Please send me the file again.",NEGATIVE,train,3.67,train/NEGATIVE/Paoli_20260920_211654/d20ec9f9-c8bf-4c93-9d61-77874fc468b8.webm,2026-09-20T19:22:33.083245+00:00
2c415853-f4b4-4133-bd00-b5ace91e2511,b6e70980-3bd2-4b2e-a051-4515ff9db723,a5e69049-86b6-4985-bf13-c8a7df6aef26,"That is completely unacceptable.",POSITIVE,train,4.13,train/POSITIVE/Paoli_20260920_211654/2c415853-f4b4-4133-bd00-b5ace91e2511.webm,2026-09-20T19:22:20.278511+00:00
779419b2-57a8-4990-b690-c5fe739db610,b6e70980-3bd2-4b2e-a051-4515ff9db723,bc9329da-e6cf-42db-84c4-e004173d7a7c,"Why did nobody tell me?",NEGATIVE,train,2.66,train/NEGATIVE/Paoli_20260920_211654/779419b2-57a8-4990-b690-c5fe739db610.webm,2026-09-20T19:22:05.783466+00:00
0f34a5be-f323-4187-bbf8-6c3bc8577845,784e4cee-88a3-4a4e-b852-a53d56234c30,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",NEGATIVE,train,4.18,train/NEGATIVE/Isinsu_Yurdunusever_20260920_211359/0f34a5be-f323-4187-bbf8-6c3bc8577845.m4a,2026-09-20T19:21:47.775628+00:00
5c4bcfff-f6be-4afc-816a-5563e332a95e,b6e70980-3bd2-4b2e-a051-4515ff9db723,14fb151e-9433-4264-a119-d42d963b3d6a,"I am so glad you called.",NEUTRAL,train,3.45,train/NEUTRAL/Paoli_20260920_211654/5c4bcfff-f6be-4afc-816a-5563e332a95e.webm,2026-09-20T19:21:44.165677+00:00
4bcb219e-8088-4ef2-88ae-4b6377c9dac3,784e4cee-88a3-4a4e-b852-a53d56234c30,c84ebb31-04a2-451a-a759-a3c31e33991d,"I am not sure about this plan.",NEUTRAL,train,4.01,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/4bcb219e-8088-4ef2-88ae-4b6377c9dac3.m4a,2026-09-20T19:21:33.916842+00:00
c7974cb0-f8e6-4689-87a4-4305bae2b097,6342f322-6c74-4968-afe1-84d78f2790b6,98352773-7005-404b-a26d-6343fc2d82dd,"We need to talk about this.",NEUTRAL,test,4.67,test/NEUTRAL/Matteo_20260920_211600/c7974cb0-f8e6-4689-87a4-4305bae2b097.webm,2026-09-20T19:21:33.446042+00:00
b3ad281b-8fe2-42fa-8161-5cbfbda3506a,b6e70980-3bd2-4b2e-a051-4515ff9db723,d22578c9-b81e-419e-82f9-63ad80935bbb,"Let us try a different approach.",NEGATIVE,train,3.54,train/NEGATIVE/Paoli_20260920_211654/b3ad281b-8fe2-42fa-8161-5cbfbda3506a.webm,2026-09-20T19:21:32.986907+00:00
0d1d2a38-6981-4ace-90ef-e9d0a8d34296,6342f322-6c74-4968-afe1-84d78f2790b6,2cd831eb-1237-4064-9382-e1b269fc210b,"That worked out better than I hoped.",NEGATIVE,test,5.56,test/NEGATIVE/Matteo_20260920_211600/0d1d2a38-6981-4ace-90ef-e9d0a8d34296.webm,2026-09-20T19:21:20.745716+00:00
f7d47567-a1f7-4b78-b3e2-43a3b4b7f1a7,784e4cee-88a3-4a4e-b852-a53d56234c30,184eaa85-e6e2-4cab-ba67-da23dc6605ec,"Can we discuss this tomorrow?",POSITIVE,train,4.42,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/f7d47567-a1f7-4b78-b3e2-43a3b4b7f1a7.m4a,2026-09-20T19:21:19.031421+00:00
71daa7de-6d2e-40fe-835f-30f5f9a042b3,b6e70980-3bd2-4b2e-a051-4515ff9db723,47c06b1c-eae6-4e6d-84ca-0187c98b9180,"You did a great job today.",NEUTRAL,train,4.01,train/NEUTRAL/Paoli_20260920_211654/71daa7de-6d2e-40fe-835f-30f5f9a042b3.webm,2026-09-20T19:21:09.272995+00:00
d0115741-fbab-44b4-ac23-0e7590b0d069,6342f322-6c74-4968-afe1-84d78f2790b6,fec584a5-9e28-4989-8fec-35afafee40e0,"I didn't expect that.",NEUTRAL,test,3.87,test/NEUTRAL/Matteo_20260920_211600/d0115741-fbab-44b4-ac23-0e7590b0d069.webm,2026-09-20T19:21:05.364649+00:00
fd8d0422-32c2-4e8e-ae75-024f3163ff24,b6e70980-3bd2-4b2e-a051-4515ff9db723,64e403c0-1c39-4aaa-bda3-91e05e8bd7fc,"I will be there in ten minutes.",NEGATIVE,train,3.36,train/NEGATIVE/Paoli_20260920_211654/fd8d0422-32c2-4e8e-ae75-024f3163ff24.webm,2026-09-20T19:20:57.153753+00:00
ca8b0dc0-1277-4174-bb01-34b67bfe1f84,6342f322-6c74-4968-afe1-84d78f2790b6,184eaa85-e6e2-4cab-ba67-da23dc6605ec,"Can we discuss this tomorrow?",NEGATIVE,test,3.47,test/NEGATIVE/Matteo_20260920_211600/ca8b0dc0-1277-4174-bb01-34b67bfe1f84.webm,2026-09-20T19:20:53.977351+00:00
b3c0fd0c-1c3c-4e09-9ea0-befd09a0927d,784e4cee-88a3-4a4e-b852-a53d56234c30,a5e69049-86b6-4985-bf13-c8a7df6aef26,"That is completely unacceptable.",NEUTRAL,train,3.95,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/b3c0fd0c-1c3c-4e09-9ea0-befd09a0927d.m4a,2026-09-20T19:20:47.109324+00:00
