clip_id,path,speaker_id,source,text,text_sentiment,prosody_sentiment,emotion_tag,voice_id,is_congruent,split
e2_neutral_0_negative_daniel,data/synthetic/e2_neutral_0_negative_daniel.wav,cartesia_daniel,synthetic,The meeting is scheduled for three o'clock.,neutral,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_1_positive_skylar,data/synthetic/e2_neutral_1_positive_skylar.wav,cartesia_skylar,synthetic,I need to pick up groceries later today.,neutral,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_1_positive_daniel,data/synthetic/e2_neutral_1_positive_daniel.wav,cartesia_daniel,synthetic,I need to pick up groceries later today.,neutral,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_1_neutral_skylar,data/synthetic/e2_neutral_1_neutral_skylar.wav,cartesia_skylar,synthetic,I need to pick up groceries later today.,neutral,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,True,
e2_neutral_1_neutral_daniel,data/synthetic/e2_neutral_1_neutral_daniel.wav,cartesia_daniel,synthetic,I need to pick up groceries later today.,neutral,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,True,
e2_neutral_1_negative_skylar,data/synthetic/e2_neutral_1_negative_skylar.wav,cartesia_skylar,synthetic,I need to pick up groceries later today.,neutral,negative,angry,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_1_negative_daniel,data/synthetic/e2_neutral_1_negative_daniel.wav,cartesia_daniel,synthetic,I need to pick up groceries later today.,neutral,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_2_positive_skylar,data/synthetic/e2_neutral_2_positive_skylar.wav,cartesia_skylar,synthetic,The report is due next Tuesday afternoon.,neutral,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_2_positive_daniel,data/synthetic/e2_neutral_2_positive_daniel.wav,cartesia_daniel,synthetic,The report is due next Tuesday afternoon.,neutral,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_2_neutral_skylar,data/synthetic/e2_neutral_2_neutral_skylar.wav,cartesia_skylar,synthetic,The report is due next Tuesday afternoon.,neutral,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,True,
e2_neutral_2_neutral_daniel,data/synthetic/e2_neutral_2_neutral_daniel.wav,cartesia_daniel,synthetic,The report is due next Tuesday afternoon.,neutral,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,True,
e2_neutral_2_negative_skylar,data/synthetic/e2_neutral_2_negative_skylar.wav,cartesia_skylar,synthetic,The report is due next Tuesday afternoon.,neutral,negative,angry,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_2_negative_daniel,data/synthetic/e2_neutral_2_negative_daniel.wav,cartesia_daniel,synthetic,The report is due next Tuesday afternoon.,neutral,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_3_positive_skylar,data/synthetic/e2_neutral_3_positive_skylar.wav,cartesia_skylar,synthetic,Please turn off the lights when you leave.,neutral,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_3_positive_daniel,data/synthetic/e2_neutral_3_positive_daniel.wav,cartesia_daniel,synthetic,Please turn off the lights when you leave.,neutral,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_3_neutral_skylar,data/synthetic/e2_neutral_3_neutral_skylar.wav,cartesia_skylar,synthetic,Please turn off the lights when you leave.,neutral,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,True,
e2_neutral_3_neutral_daniel,data/synthetic/e2_neutral_3_neutral_daniel.wav,cartesia_daniel,synthetic,Please turn off the lights when you leave.,neutral,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,True,
e2_neutral_3_negative_skylar,data/synthetic/e2_neutral_3_negative_skylar.wav,cartesia_skylar,synthetic,Please turn off the lights when you leave.,neutral,negative,angry,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_3_negative_daniel,data/synthetic/e2_neutral_3_negative_daniel.wav,cartesia_daniel,synthetic,Please turn off the lights when you leave.,neutral,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_4_positive_skylar,data/synthetic/e2_neutral_4_positive_skylar.wav,cartesia_skylar,synthetic,The train departs from platform four.,neutral,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_4_positive_daniel,data/synthetic/e2_neutral_4_positive_daniel.wav,cartesia_daniel,synthetic,The train departs from platform four.,neutral,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_neutral_4_neutral_skylar,data/synthetic/e2_neutral_4_neutral_skylar.wav,cartesia_skylar,synthetic,The train departs from platform four.,neutral,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,True,
e2_neutral_4_neutral_daniel,data/synthetic/e2_neutral_4_neutral_daniel.wav,cartesia_daniel,synthetic,The train departs from platform four.,neutral,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,True,
e2_neutral_4_negative_skylar,data/synthetic/e2_neutral_4_negative_skylar.wav,cartesia_skylar,synthetic,The train departs from platform four.,neutral,negative,angry,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_neutral_4_negative_daniel,data/synthetic/e2_neutral_4_negative_daniel.wav,cartesia_daniel,synthetic,The train departs from platform four.,neutral,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_negative_0_positive_skylar,data/synthetic/e2_negative_0_positive_skylar.wav,cartesia_skylar,synthetic,"This is terrible, I can't believe it happened.",negative,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_negative_0_positive_daniel,data/synthetic/e2_negative_0_positive_daniel.wav,cartesia_daniel,synthetic,"This is terrible, I can't believe it happened.",negative,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_negative_0_neutral_skylar,data/synthetic/e2_negative_0_neutral_skylar.wav,cartesia_skylar,synthetic,"This is terrible, I can't believe it happened.",negative,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_negative_0_neutral_daniel,data/synthetic/e2_negative_0_neutral_daniel.wav,cartesia_daniel,synthetic,"This is terrible, I can't believe it happened.",negative,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_negative_0_negative_skylar,data/synthetic/e2_negative_0_negative_skylar.wav,cartesia_skylar,synthetic,"This is terrible, I can't believe it happened.",negative,negative,angry,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,True,
e2_negative_0_negative_daniel,data/synthetic/e2_negative_0_negative_daniel.wav,cartesia_daniel,synthetic,"This is terrible, I can't believe it happened.",negative,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,True,
e2_negative_1_positive_skylar,data/synthetic/e2_negative_1_positive_skylar.wav,cartesia_skylar,synthetic,I'm so disappointed in how this went.,negative,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_negative_1_positive_daniel,data/synthetic/e2_negative_1_positive_daniel.wav,cartesia_daniel,synthetic,I'm so disappointed in how this went.,negative,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_negative_1_neutral_skylar,data/synthetic/e2_negative_1_neutral_skylar.wav,cartesia_skylar,synthetic,I'm so disappointed in how this went.,negative,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_negative_1_neutral_daniel,data/synthetic/e2_negative_1_neutral_daniel.wav,cartesia_daniel,synthetic,I'm so disappointed in how this went.,negative,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_negative_1_negative_skylar,data/synthetic/e2_negative_1_negative_skylar.wav,cartesia_skylar,synthetic,I'm so disappointed in how this went.,negative,negative,angry,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,True,
e2_negative_1_negative_daniel,data/synthetic/e2_negative_1_negative_daniel.wav,cartesia_daniel,synthetic,I'm so disappointed in how this went.,negative,negative,angry,47c38ca4-5f35-497b-b1a3-415245fb35e1,True,
e2_negative_2_positive_skylar,data/synthetic/e2_negative_2_positive_skylar.wav,cartesia_skylar,synthetic,Everything about this situation is awful.,negative,positive,content,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_negative_2_positive_daniel,data/synthetic/e2_negative_2_positive_daniel.wav,cartesia_daniel,synthetic,Everything about this situation is awful.,negative,positive,content,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
e2_negative_2_neutral_skylar,data/synthetic/e2_negative_2_neutral_skylar.wav,cartesia_skylar,synthetic,Everything about this situation is awful.,negative,neutral,neutral,db6b0ed5-d5d3-463d-ae85-518a07d3c2b4,False,
e2_negative_2_neutral_daniel,data/synthetic/e2_negative_2_neutral_daniel.wav,cartesia_daniel,synthetic,Everything about this situation is awful.,negative,neutral,neutral,47c38ca4-5f35-497b-b1a3-415245fb35e1,False,
