clip_id,carrier,intended,text_sentiment,is_congruent,voice_id,f0_mean,f0_std,f0_range,egemaps_loudness,egemaps_hnr,egemaps_jitter,egemaps_shimmer_db,rms,speech_rate_cps
e5_colton_rivers_neutral0_positive,The meeting is scheduled for three o'clock.,positive,neutral,False,Colton Rivers,174.11292648459852,50.84019260692361,177.86617792614305,1.1262118816375732,7.5522565841674805,0.04002348706126213,0.9947931170463562,0.1934235094411989,16.124874024421683
e5_colton_rivers_neutral0_neutral,The meeting is scheduled for three o'clock.,neutral,neutral,True,Colton Rivers,93.40481696274671,8.768375489096803,56.19034545531947,0.6700876355171204,3.7055320739746094,0.022579066455364227,1.158899188041687,0.13253789773467642,17.71962809385222
e5_colton_rivers_neutral0_negative,The meeting is scheduled for three o'clock.,negative,neutral,False,Colton Rivers,84.23819495340189,5.961994054623105,32.5135295528206,0.7383202910423279,3.608569622039795,0.017347117885947227,1.0023423433303833,0.15697531525532568,17.43228520029392
e5_colton_rivers_neutral1_positive,I need to pick up groceries later today.,positive,neutral,False,Colton Rivers,113.56989892190056,40.759662091530224,147.9673044742547,0.7997544407844543,3.269044876098633,0.08000148832798004,1.7959662675857544,0.16075847026031953,16.759630240657817
e5_colton_rivers_neutral1_neutral,I need to pick up groceries later today.,neutral,neutral,True,Colton Rivers,98.34758225828558,9.897028495208849,50.498327107632946,0.9266846179962158,4.70820951461792,0.01893267035484314,1.120849370956421,0.15830630488487946,16.483374971025317
e5_colton_rivers_neutral1_negative,I need to pick up groceries later today.,negative,neutral,False,Colton Rivers,81.48456537147942,4.576811317300345,27.419187528117817,0.7445593476295471,1.759102463722229,0.022397754713892937,1.312781810760498,0.1244108321248668,16.216079256087365
e5_colton_rivers_neutral2_positive,The report is due next Tuesday afternoon.,positive,neutral,False,Colton Rivers,157.06792380862763,62.775566871187735,197.85564277851262,0.827202558517456,6.362396240234375,0.024908877909183502,1.1920607089996338,0.18002065028288672,14.927071244908639
e5_colton_rivers_neutral2_neutral,The report is due next Tuesday afternoon.,neutral,neutral,True,Colton Rivers,111.09994606034267,27.626687669235064,119.52749137500676,0.7945985198020935,5.529066562652588,0.021610822528600693,0.9891573190689087,0.175315220952521,14.3022216408311
e5_colton_rivers_neutral2_negative,The report is due next Tuesday afternoon.,negative,neutral,False,Colton Rivers,86.77067678160522,8.553853038022549,44.87137941540428,0.7446280717849731,3.966552972793579,0.018726181238889694,0.9052128791809082,0.14600533605611668,14.3022216408311
e5_colton_rivers_neutral3_positive,Please turn off the lights when you leave.,positive,neutral,False,Colton Rivers,148.71594353259513,64.65998515466151,228.18219951275125,1.0638152360916138,5.584507942199707,0.05345801264047623,1.498796820640564,0.21792866386268325,19.56559715832994
e5_colton_rivers_neutral3_neutral,Please turn off the lights when you leave.,neutral,neutral,True,Colton Rivers,102.70137079839235,17.370448376966984,70.13343125685331,1.0061556100845337,4.867650985717773,0.014136215671896935,0.6763277053833008,0.17093128647217481,21.57649703002087
e5_colton_rivers_neutral3_negative,Please turn off the lights when you leave.,negative,neutral,False,Colton Rivers,83.2366834933837,6.288694285907021,30.054144935973525,0.6857788562774658,4.134860038757324,0.013568154536187649,0.7462667226791382,0.14004757791102831,17.026883218891733
e5_colton_rivers_neutral4_positive,The train departs from platform four.,positive,neutral,False,Colton Rivers,116.79670123820057,52.393765122310775,199.53023373854592,0.5833355784416199,3.237278699874878,0.10144965350627899,1.5851186513900757,0.1152436482933713,14.999873311880812
e5_colton_rivers_neutral4_neutral,The train departs from platform four.,neutral,neutral,True,Colton Rivers,99.7608398679181,19.917107568711668,65.79232795484255,0.6971336007118225,3.8434526920318604,0.024302098900079727,1.3444182872772217,0.12406025273846463,16.04031755493538
e5_colton_rivers_neutral4_negative,The train departs from platform four.,negative,neutral,False,Colton Rivers,85.40644392296984,6.255067279420052,33.97249253953015,0.6419883370399475,3.8513119220733643,0.013959111645817757,0.9969981908798218,0.13105813638380495,12.90688294416465
e5_colton_rivers_negative0_positive,"This is terrible, I can't believe it happened.",positive,negative,False,Colton Rivers,165.50076657340597,60.22134962607189,201.43254064796864,0.7998462915420532,4.724410057067871,0.0756840705871582,1.8580564260482788,0.1417859819751927,16.273464965617883
e5_colton_rivers_negative0_neutral,"This is terrible, I can't believe it happened.",neutral,negative,False,Colton Rivers,98.4937177753388,17.99567177426845,77.32205387689257,0.8249074220657349,3.6520559787750244,0.02754565328359604,1.126978874206543,0.1428342208585627,18.64849114450047
e5_colton_rivers_negative0_negative,"This is terrible, I can't believe it happened.",negative,negative,True,Colton Rivers,79.88660412165233,4.6307689010945055,29.204645359980276,0.7444454431533813,1.926241159439087,0.030436789616942406,1.349806308746338,0.1309378287574287,16.74744578697067
e5_colton_rivers_negative1_positive,I'm so disappointed in how this went.,positive,negative,False,Colton Rivers,128.0939555208439,31.95818009274549,122.80832146688736,0.9263176321983337,5.747569561004639,0.02519095502793789,1.1846966743469238,0.14922022542674218,15.76690547846699
e5_colton_rivers_negative1_neutral,I'm so disappointed in how this went.,neutral,negative,False,Colton Rivers,112.70988339692974,27.48511694934134,107.94985835646506,0.8953967690467834,2.808764696121216,0.03715454041957855,1.4747236967086792,0.140630113496556,16.32337938070422
e5_colton_rivers_negative1_negative,I'm so disappointed in how this went.,negative,negative,True,Colton Rivers,81.57187317156627,9.242134863004273,50.920032442738105,0.8548025488853455,2.641030788421631,0.02106521464884281,1.2323771715164185,0.1277370083884443,14.528676957812845
e5_colton_rivers_negative2_positive,Everything about this situation is awful.,positive,negative,False,Colton Rivers,153.17699516796714,74.85713523739618,365.1474547212562,0.9928393363952637,4.755734920501709,0.025372199714183807,1.4031962156295776,0.15148129257620796,15.374879883750907
e5_colton_rivers_negative2_neutral,Everything about this situation is awful.,neutral,negative,False,Colton Rivers,108.85108012822066,27.849041587358226,102.0637495091186,0.8134936094284058,4.8030476570129395,0.023303775116801262,0.9906081557273865,0.14516738017561567,16.099344737035857
e5_colton_rivers_negative2_negative,Everything about this situation is awful.,negative,negative,True,Colton Rivers,87.04372975499949,8.87596845949528,31.9272614772388,0.9179348349571228,3.21315860748291,0.019307080656290054,0.986404299736023,0.11915477044119908,16.621481237489547
e5_colton_rivers_negative3_positive,I hate how things turned out this time.,positive,negative,False,Colton Rivers,132.17319283458454,40.78972823266633,155.89644958913755,0.9138890504837036,4.408716201782227,0.0260776374489069,0.8933677673339844,0.13869125902456814,17.20572421209364
e5_colton_rivers_negative3_neutral,I hate how things turned out this time.,neutral,negative,False,Colton Rivers,97.93187051544486,10.438978580733714,43.60628058684905,0.8199137449264526,4.065812587738037,0.01770034432411194,0.9337290525436401,0.13300580937129577,19.243223239892682
e5_colton_rivers_negative3_negative,I hate how things turned out this time.,negative,negative,True,Colton Rivers,80.94450667768398,4.068062515005671,17.988047732368912,0.8573064208030701,3.191758394241333,0.020688947290182114,1.046367883682251,0.128968671912789,17.514806186319362
e5_colton_rivers_negative4_positive,This has been a complete disaster for us.,positive,negative,False,Colton Rivers,181.63726451085626,53.00957096875595,190.32647062432392,0.8215252161026001,6.031105995178223,0.03975836932659149,1.485689401626587,0.13967141784429407,17.47143580046342
e5_colton_rivers_negative4_neutral,This has been a complete disaster for us.,neutral,negative,False,Colton Rivers,93.93377682298278,9.891383447130396,35.654547850773824,0.8761938810348511,3.509300708770752,0.029523193836212158,1.3793766498565674,0.13593120284534604,17.178620996674262
e5_colton_rivers_negative4_negative,This has been a complete disaster for us.,negative,negative,True,Colton Rivers,80.40283263927992,7.795661687137975,39.26613991576447,0.860942542552948,1.6567015647888184,0.025317389518022537,1.1820718050003052,0.13466010616218385,17.47143580046342
